step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
155.0,66,359.0,1.386100386100386,6.8157086695854865,2,27.0,0.5068347659595163,7,50.0,0.319079949481054,1,9.0,0.5580151805132535,1,4.0,0.5904218224245183,19,304.0,0.18656153494551195,0,24.0,0.5689595705887192,4,25.0,0.5695149687760858,1,5.0,0.46750789824346395,0,4.0,0.6621573401438716,5,17.0,0.3989518540491651,1,27.0,0.6697494571151008,13,137.0,0.3732280957067439,0,5.0,0.5830953190219699,0,12.0,0.5797329156100169,6,30.0,0.42129399025794917,6,61.0,0.33906030782047314,66,741.0
160.0,73,615.0,2.3653846153846154,6.486272164273938,2,13.0,0.5842631235051462,2,38.0,0.5529954626985856,3,16.0,0.2950855804704514,3,19.0,0.6674361226176798,22,410.0,0.24083462363164632,0,4.0,0.8819804482632021,1,19.0,0.49416328171112905,2,15.0,0.5069001339763562,1,9.0,0.7065939762261906,1,21.0,0.48315545335628424,2,20.0,0.39516480620796746,14,207.0,0.1493085907585534,1,5.0,0.2374401132604233,0,7.0,0.8621174187392259,8,69.0,0.3070912546205903,11,97.0,0.26444493083513454,73,969.0
165.0,87,793.0,3.0617760617760617,6.1273489019200635,3,15.0,0.4772441262301683,4,44.0,0.423335044528719,1,18.0,0.25091004508620524,3,34.0,0.5768807097817863,23,525.0,0.1885317565018057,0,0.0,0.8152457058361584,5,31.0,0.4728748386814068,2,23.0,0.7557092818859005,0,7.0,0.7442291728452487,3,10.0,0.43681859026968145,9,51.0,0.2745447728197144,15,234.0,0.08527094131186777,2,18.0,0.28016880718065207,2,9.0,0.5056744153229861,3,70.0,0.5250428724983391,12,161.0,0.2494550874995676,87,1250.0
170.0,67,776.0,2.8955223880597014,6.587512094843466,5,29.0,0.5422607867491874,9,73.0,0.24389159359590712,1,17.0,0.6588798433467176,6,58.0,0.17851174904983544,25,650.0,0.04153459300526896,0,0.0,0.850396257160245,1,30.0,0.4346195322901769,0,9.0,0.5962001167584854,2,7.0,0.541754878321864,0,6.0,0.6577223260031314,5,57.0,0.45271796284341126,5,193.0,0.3840002186357124,1,16.0,0.7792958440374605,1,13.0,0.36679130486781947,0,25.0,0.6714505098789693,6,163.0,0.42665087794657136,67,1346.0
175.0,59,563.0,2.0472727272727274,7.073964894841719,1,26.0,0.5446357756323064,8,91.0,0.3040143527024919,1,22.0,0.8289046543851694,5,55.0,0.3955356567927903,21,663.0,0.11383250379590157,2,5.0,0.22450905767132584,6,28.0,0.427052935579025,2,6.0,0.321436264410395,1,12.0,0.47585642212644097,0,2.0,0.8078986605891806,1,34.0,0.6492478574417042,1,99.0,0.684048064389187,0,8.0,0.842626460479001,4,18.0,0.49053657982490745,4,34.0,0.37163269532226906,2,93.0,0.3960723493488039,59,1196.0
180.0,46,385.0,1.4259259259259258,7.116003864505007,2,10.0,0.5343600629586437,2,57.0,0.526580867787471,1,23.0,0.80634419949842,0,26.0,0.6973452100047969,14,562.0,0.29004759019173465,5,29.0,0.44921733148003007,2,30.0,0.4155297367970577,3,10.0,0.10270944494298241,2,16.0,0.608474416162651,0,4.0,0.9319487479205909,2,24.0,0.3660567080269444,2,92.0,0.41644944530670935,1,5.0,0.5276605332921643,0,19.0,0.763065413759831,8,67.0,0.31256282657555756,2,79.0,0.2977285018656236,46,1053.0
185.0,55,248.0,0.915129151291513,6.718940505063455,3,13.0,0.4851835391787837,2,49.0,0.4812757289970099,2,9.0,0.3596020507606995,1,7.0,0.30803768103418877,7,399.0,0.4083076301504002,0,31.0,0.721870459828763,5,23.0,0.44241607103106845,5,32.0,0.4337845658245589,0,7.0,0.7103137906317469,0,4.0,0.8749948582351937,7,50.0,0.265413786757534,8,120.0,0.13829232722269455,3,13.0,0.21358778746035198,1,7.0,0.6219146039457737,4,61.0,0.5188518209985533,7,106.0,0.34579015831483134,55,931.0
190.0,63,357.0,1.275,6.53531510395888,5,32.0,0.5492073360578124,7,70.0,0.29379867220788125,2,17.0,0.6468302393797205,0,12.0,0.5958888932489007,0,379.0,0.28429012868394876,2,11.0,0.5889445804857201,1,18.0,0.09324482491454891,0,32.0,0.6061700810498695,1,5.0,0.4821533719274745,2,4.0,0.6739287022956061,9,96.0,0.375192404741857,14,181.0,0.250782215850141,8,34.0,0.3775828095525919,1,8.0,0.30464288566398423,0,24.0,0.6269465805763272,11,157.0,0.49855514765699493,63,1080.0
195.0,77,597.0,2.155234657039711,6.288977762168326,2,30.0,0.4429293766722577,11,127.0,0.2608896058800403,2,27.0,0.6294698745519295,0,6.0,0.8941859801724271,7,401.0,0.27872706926984475,6,28.0,0.32230848491712916,0,2.0,0.43576638323800476,0,8.0,0.5666857283778369,1,8.0,0.38517347746196423,1,6.0,0.45128893491691857,6,101.0,0.441618735831167,15,259.0,0.3212266113859662,8,74.0,0.40830679429805883,3,19.0,0.22828036899588497,3,10.0,0.40024732139603986,12,211.0,0.38387381951672267,77,1317.0
200.0,80,693.0,2.4661921708185055,6.045116192937751,3,13.0,0.5232791837421166,12,186.0,0.4266600129821709,0,9.0,0.30203765516165226,0,6.0,0.7553850380051369,14,457.0,0.16366998205708794,12,78.0,0.28189727787899416,0,4.0,0.44236257938485934,0,7.0,0.6121255069387004,3,14.0,0.4807939208904969,2,15.0,0.7308797260074492,0,53.0,0.4097340201595572,15,330.0,0.3615135829861957,3,75.0,0.1808639381112103,1,24.0,0.5427316954518575,3,20.0,0.28244863487376487,12,204.0,0.1829507390061756,80,1495.0
